elapsed_time,steer_angle,wheel_speed_fl,wheel_speed_fr,wheel_speed_rl,wheel_speed_rr,yaw_rate,acc_x,acc_y,true_vx,true_x,true_y,true_yaw
0.01,-0.25,0.0,0.0,0.0,0.0,-0.017,0.057,-0.064,0.15,0.209,0.31,-0.022
0.03,-0.25,0.0,0.0,0.0,0.0,-0.019,0.043,-0.033,0.15,0.212,0.315,-0.022
0.05,-0.25,0.0,0.0,0.0,0.0,-0.016,-0.009,-0.041,0.151,0.215,0.319,-0.023
0.07,-0.25,0.0,0.0,0.0,0.0,-0.017,-0.016,-0.053,0.151,0.218,0.323,-0.023
0.09,-0.269,0.0,0.0,0.0,0.0,-0.015,0.038,-0.057,0.152,0.221,0.328,-0.023
0.11,-0.269,0.0,0.0,0.0,0.0,-0.016,0.059,-0.051,0.132,0.214,0.309,-0.024
0.12,-0.269,0.0,0.0,0.0,0.0,-0.017,0.037,-0.058,0.132,0.215,0.311,-0.024
0.14,-0.269,0.0,0.0,0.0,0.0,-0.016,0.021,-0.058,0.132,0.218,0.313,-0.024
0.16,-0.269,5.0,0.0,0.0,0.0,-0.017,0.099,-0.059,0.133,0.22,0.315,-0.025
0.18,-0.32,4.0,1.0,1.0,0.0,-0.017,1.913,0.045,0.134,0.223,0.317,-0.025
0.2,-0.32,11.0,3.0,4.0,2.0,-0.007,3.549,-0.143,0.118,0.215,0.302,-0.024
0.22,-0.32,11.0,7.0,7.0,6.0,-0.014,4.784,0.005,0.139,0.217,0.303,-0.025
0.24,-0.909,57.0,10.0,12.0,10.0,-0.024,3.464,0.388,0.178,0.22,0.304,-0.025
0.26,-0.909,57.0,14.0,12.0,14.0,-0.028,3.637,-0.054,0.233,0.224,0.304,-0.025
0.28,-1.6,142.0,17.0,17.0,18.0,-0.02,3.671,-0.036,0.302,0.229,0.305,-0.026
0.3,-1.6,142.0,24.0,20.0,21.0,-0.028,3.604,0.154,0.37,0.232,0.301,-0.025
0.32,-1.6,183.0,36.0,24.0,24.0,-0.026,3.515,-0.108,0.449,0.24,0.301,-0.026
0.34,-2.07,226.0,55.0,26.0,28.0,-0.017,3.147,0.072,0.523,0.25,0.301,-0.026
0.36,-2.07,266.0,72.0,30.0,32.0,-0.013,3.631,0.682,0.595,0.261,0.301,-0.027
0.38,-2.39,295.0,89.0,34.0,35.0,-0.016,3.333,0.056,0.667,0.273,0.301,-0.027
0.4,-2.39,327.0,110.0,37.0,38.0,-0.012,3.041,-0.126,0.728,0.283,0.301,-0.026
0.42,-2.39,368.0,141.0,40.0,42.0,-0.007,3.063,-0.138,0.798,0.298,0.301,-0.027
0.44,-2.675,405.0,173.0,43.0,45.0,-0.017,4.192,0.386,0.864,0.314,0.301,-0.027
0.46,-2.675,422.0,201.0,48.0,49.0,-0.029,4.528,-0.092,0.933,0.332,0.301,-0.027
0.48,-2.675,426.0,218.0,53.0,55.0,-0.034,4.886,-0.117,1.007,0.351,0.301,-0.028
0.5,-2.928,411.0,233.0,59.0,59.0,-0.041,4.628,-0.163,1.087,0.372,0.301,-0.027
0.52,-2.928,391.0,239.0,64.0,65.0,-0.05,4.817,-0.598,1.175,0.395,0.301,-0.028
0.54,-3.098,364.0,246.0,68.0,69.0,-0.056,4.859,-0.32,1.272,0.419,0.302,-0.028
0.56,-3.098,345.0,249.0,74.0,74.0,-0.052,5.365,-0.304,1.374,0.445,0.301,-0.029
0.58,-3.114,329.0,235.0,78.0,80.0,-0.049,5.936,0.552,1.478,0.473,0.301,-0.03
0.6,-3.114,308.0,204.0,85.0,86.0,-0.054,6.68,1.499,1.596,0.509,0.292,-0.029
0.62,-3.114,267.0,161.0,92.0,93.0,-0.055,6.931,0.642,1.709,0.541,0.291,-0.03
0.64,-2.474,221.0,108.0,100.0,100.0,-0.047,4.55,-0.433,1.831,0.576,0.289,-0.031
0.66,-2.474,181.0,100.0,104.0,105.0,-0.048,4.844,0.105,1.955,0.614,0.288,-0.032
0.68,-1.766,139.0,103.0,110.0,105.0,-0.032,4.568,0.902,2.077,0.654,0.287,-0.033
0.7,-1.766,109.0,110.0,115.0,113.0,0.003,5.313,0.535,2.172,0.687,0.285,-0.033
0.72,-1.766,113.0,116.0,118.0,119.0,0.028,5.193,-0.199,2.285,0.731,0.284,-0.033
0.74,-1.21,118.0,122.0,122.0,128.0,0.023,4.544,0.076,2.389,0.778,0.283,-0.034
0.76,-1.21,122.0,125.0,127.0,142.0,0.011,4.356,0.095,2.489,0.826,0.282,-0.034
0.78,-1.21,128.0,129.0,132.0,161.0,0.0,4.538,0.167,2.587,0.877,0.281,-0.034
0.8,-0.79,131.0,133.0,136.0,178.0,0.009,4.937,0.364,2.661,0.92,0.277,-0.033
0.82,-0.79,135.0,138.0,141.0,192.0,0.014,4.906,0.525,2.733,0.964,0.273,-0.031
0.84,-0.387,139.0,143.0,145.0,202.0,0.022,4.553,0.578,2.825,1.019,0.272,-0.031
0.86,-0.387,144.0,148.0,150.0,216.0,0.026,4.556,0.445,2.918,1.077,0.27,-0.031
0.88,0.029,149.0,152.0,154.0,231.0,0.026,4.655,0.243,3.012,1.136,0.269,-0.031
0.9,0.029,153.0,157.0,160.0,244.0,0.028,5.162,-0.51,3.122,1.204,0.274,-0.029
0.92,0.029,158.0,162.0,163.0,247.0,0.034,5.101,0.567,3.217,1.268,0.274,-0.028
0.94,0.333,163.0,167.0,167.0,242.0,0.049,5.294,1.301,3.315,1.333,0.273,-0.028
0.96,0.333,169.0,174.0,167.0,226.0,0.051,4.357,0.454,3.414,1.4,0.273,-0.027
0.98,0.333,173.0,177.0,172.0,209.0,0.056,4.181,-0.173,3.513,1.469,0.272,-0.026
1.0,0.547,177.0,182.0,176.0,180.0,0.046,2.731,0.722,3.589,1.531,0.277,-0.024
1.02,0.547,181.0,184.0,180.0,184.0,0.031,3.31,1.097,3.678,1.604,0.277,-0.023
1.04,0.685,185.0,188.0,184.0,188.0,0.025,3.614,0.302,3.76,1.678,0.278,-0.022
1.06,0.685,189.0,190.0,188.0,192.0,0.038,3.433,-0.032,3.835,1.754,0.279,-0.021
1.08,0.685,191.0,195.0,191.0,195.0,0.047,3.788,0.031,3.906,1.831,0.279,-0.02
1.1,0.835,194.0,199.0,194.0,199.0,0.056,3.99,0.641,3.957,1.902,0.275,-0.018
1.12,0.835,198.0,205.0,197.0,202.0,0.059,4.202,0.271,4.03,1.982,0.275,-0.017
1.14,0.96,202.0,208.0,201.0,207.0,0.054,4.672,-0.08,4.105,2.063,0.276,-0.016
1.16,0.96,207.0,211.0,206.0,213.0,0.054,4.973,0.696,4.185,2.146,0.277,-0.015
1.18,0.96,211.0,218.0,211.0,218.0,0.054,4.73,1.045,4.27,2.23,0.277,-0.014
1.2,1.05,216.0,221.0,216.0,222.0,0.05,4.518,0.656,4.344,2.309,0.273,-0.012
1.22,1.05,221.0,225.0,221.0,227.0,0.057,4.498,0.349,4.42,2.388,0.267,-0.01
1.24,1.142,226.0,230.0,224.0,231.0,0.062,4.711,0.446,4.516,2.477,0.267,-0.009
1.26,1.142,231.0,235.0,229.0,236.0,0.061,5.009,0.555,4.612,2.568,0.268,-0.008
1.28,1.142,236.0,239.0,234.0,243.0,0.064,5.237,0.315,4.708,2.661,0.268,-0.007
1.3,1.216,239.0,245.0,238.0,249.0,0.065,5.23,0.434,4.823,2.766,0.267,-0.004
1.32,1.216,244.0,248.0,245.0,254.0,0.068,5.362,0.13,4.921,2.863,0.268,-0.003
1.34,1.248,249.0,253.0,250.0,259.0,0.067,4.907,0.359,5.021,2.962,0.269,-0.001
1.36,1.248,253.0,259.0,255.0,263.0,0.075,4.683,1.266,5.121,3.063,0.27,-0.0
1.38,1.248,257.0,264.0,258.0,266.0,0.071,4.472,0.225,5.219,3.167,0.271,0.001
1.4,1.293,261.0,267.0,263.0,266.0,0.074,4.991,0.055,5.332,3.28,0.27,0.005
1.42,1.293,264.0,272.0,268.0,272.0,0.073,5.197,1.286,5.427,3.387,0.271,0.006
1.44,1.264,269.0,275.0,275.0,277.0,0.08,5.085,1.278,5.522,3.497,0.273,0.008
1.46,1.264,274.0,280.0,278.0,284.0,0.07,4.764,0.124,5.617,3.608,0.275,0.009
1.48,1.264,279.0,285.0,283.0,287.0,0.065,4.723,-0.024,5.713,3.721,0.278,0.011
1.5,1.232,284.0,289.0,289.0,292.0,0.068,4.486,0.183,5.787,3.826,0.282,0.013
1.52,1.232,289.0,294.0,292.0,299.0,0.069,4.973,1.156,5.861,3.932,0.286,0.015
1.54,1.187,294.0,298.0,298.0,302.0,0.067,5.077,0.689,5.956,4.05,0.289,0.016
1.56,1.187,299.0,303.0,302.0,308.0,0.062,5.068,0.498,6.05,4.17,0.293,0.018
1.58,1.187,304.0,308.0,307.0,312.0,0.058,4.691,0.487,6.146,4.292,0.297,0.019
1.6,1.094,309.0,313.0,311.0,314.0,0.05,4.685,0.236,6.243,4.415,0.308,0.021
1.62,1.094,314.0,318.0,316.0,318.0,0.048,4.469,0.821,6.34,4.541,0.32,0.023
1.64,0.989,319.0,322.0,321.0,323.0,0.05,4.309,0.779,6.437,4.668,0.326,0.024
1.66,0.989,324.0,327.0,325.0,327.0,0.04,4.262,0.187,6.532,4.798,0.332,0.025
1.68,0.989,330.0,332.0,329.0,331.0,0.032,4.515,0.476,6.625,4.929,0.338,0.026
1.7,0.835,336.0,338.0,329.0,335.0,0.03,4.855,0.529,6.76,5.083,0.342,0.028
1.72,0.835,340.0,341.0,333.0,339.0,0.027,4.5,-0.129,6.854,5.218,0.348,0.028
1.74,0.685,348.0,347.0,338.0,345.0,0.026,4.071,-0.084,6.948,5.356,0.355,0.029
1.76,0.685,355.0,354.0,343.0,349.0,0.026,3.834,0.814,7.042,5.496,0.362,0.03
1.78,0.685,361.0,366.0,347.0,351.0,0.019,4.542,0.383,7.135,5.637,0.369,0.03
1.8,0.531,361.0,368.0,350.0,356.0,0.019,4.628,-0.252,7.227,5.78,0.376,0.031
1.82,0.531,363.0,366.0,356.0,361.0,0.017,4.444,-0.014,7.238,5.888,0.368,0.033
1.84,0.394,370.0,370.0,361.0,366.0,0.024,4.442,0.363,7.33,6.034,0.374,0.034
1.86,0.394,377.0,375.0,366.0,370.0,0.022,4.806,0.896,7.422,6.181,0.38,0.034
1.88,0.394,382.0,378.0,369.0,374.0,0.009,4.109,1.415,7.515,6.33,0.387,0.034
1.9,0.288,385.0,385.0,374.0,379.0,0.005,4.199,-0.081,7.671,6.511,0.385,0.037
1.92,0.288,390.0,386.0,379.0,383.0,0.014,3.151,-0.903,7.762,6.665,0.391,0.037
1.94,0.182,387.0,388.0,379.0,382.0,0.017,0.587,0.055,7.85,6.82,0.398,0.037
1.96,0.182,382.0,385.0,381.0,384.0,0.019,-0.938,0.267,7.925,6.978,0.405,0.038
1.98,0.182,378.0,384.0,382.0,381.0,0.013,-2.708,0.34,7.981,7.137,0.412,0.038
2.0,0.09,374.0,379.0,378.0,379.0,0.014,-5.051,-0.154,8.057,7.32,0.407,0.04
2.02,0.09,369.0,374.0,374.0,373.0,0.014,-6.879,-0.313,8.051,7.481,0.413,0.041
2.04,0.013,365.0,367.0,367.0,365.0,0.015,-7.89,0.19,8.003,7.642,0.419,0.041
2.06,0.013,360.0,361.0,359.0,358.0,0.01,-7.631,0.667,7.918,7.801,0.425,0.041
2.08,0.013,353.0,354.0,350.0,349.0,0.008,-7.499,-0.481,7.804,7.959,0.431,0.041
2.1,-0.032,347.0,349.0,342.0,342.0,0.004,-7.234,-0.521,7.589,8.076,0.444,0.042
2.12,-0.032,337.0,339.0,333.0,342.0,0.006,-7.555,-0.081,7.362,8.188,0.459,0.043
2.14,-0.048,328.0,331.0,327.0,335.0,0.011,-8.027,0.243,7.211,8.334,0.466,0.043
2.16,-0.048,319.0,322.0,320.0,327.0,0.007,-8.429,-0.403,7.061,8.477,0.473,0.043
2.18,-0.048,315.0,315.0,312.0,319.0,0.003,-7.597,-0.515,6.907,8.617,0.48,0.044
2.2,-0.099,309.0,311.0,306.0,310.0,-0.001,-5.72,-0.267,6.742,8.749,0.491,0.045
2.22,-0.099,307.0,307.0,303.0,303.0,-0.009,-2.32,0.354,6.591,8.883,0.497,0.045
2.24,-0.182,306.0,307.0,307.0,303.0,-0.022,0.312,-0.74,6.459,9.013,0.504,0.045
2.26,-0.182,309.0,307.0,308.0,307.0,-0.03,3.65,-0.165,6.359,9.142,0.51,0.045
2.27,-0.182,313.0,312.0,313.0,310.0,-0.036,4.944,0.305,6.324,9.205,0.513,0.045
2.29,-0.269,326.0,322.0,318.0,316.0,-0.037,7.459,0.403,6.295,9.331,0.519,0.045
2.31,-0.269,363.0,343.0,330.0,323.0,-0.029,8.993,-0.418,6.293,9.441,0.527,0.045
2.33,-0.368,436.0,395.0,340.0,333.0,-0.013,10.175,0.038,6.373,9.568,0.533,0.044
2.35,-0.368,544.0,488.0,355.0,348.0,-0.013,10.733,0.574,6.5,9.696,0.54,0.044
2.37,-0.368,699.0,622.0,382.0,369.0,-0.022,9.982,0.505,6.661,9.827,0.546,0.043
2.39,-0.435,862.0,786.0,428.0,439.0,-0.058,8.574,1.797,6.846,9.961,0.553,0.043
2.41,-0.435,1023.0,967.0,495.0,529.0,-0.077,9.475,0.398,7.174,10.163,0.564,0.044
2.43,-0.57,1153.0,1115.0,558.0,588.0,-0.045,9.345,-0.877,7.365,10.307,0.572,0.044
2.45,-0.57,1227.0,1214.0,588.0,616.0,-0.027,9.699,0.214,7.556,10.456,0.58,0.043
2.47,-0.57,1210.0,1253.0,586.0,624.0,-0.036,12.05,0.676,7.747,10.608,0.588,0.042
2.49,-0.672,1141.0,1266.0,578.0,629.0,-0.057,9.95,0.612,7.944,10.764,0.597,0.041
2.51,-0.672,1059.0,1261.0,581.0,650.0,-0.102,10.769,1.186,8.239,10.971,0.598,0.042
2.53,-0.672,1046.0,1256.0,623.0,675.0,-0.09,10.548,-1.168,8.446,11.137,0.607,0.041
2.55,-0.774,1052.0,1231.0,668.0,690.0,-0.059,10.433,-1.258,8.658,11.307,0.616,0.04
2.57,-0.774,1007.0,1164.0,687.0,723.0,-0.061,11.193,1.759,8.868,11.481,0.625,0.039
2.59,-0.755,946.0,1095.0,665.0,782.0,-0.119,9.761,2.204,9.08,11.66,0.635,0.037
2.61,-0.755,912.0,1044.0,630.0,817.0,-0.141,10.093,-1.147,9.334,11.864,0.656,0.038
2.63,-0.723,892.0,989.0,630.0,788.0,-0.1,12.799,-1.507,9.541,12.052,0.667,0.036
2.65,-0.723,866.0,926.0,568.0,702.0,-0.06,10.821,-1.539,9.752,12.244,0.678,0.034
2.67,-0.723,815.0,867.0,488.0,595.0,0.06,9.973,-0.657,9.972,12.44,0.69,0.032
2.69,-0.64,724.0,805.0,495.0,504.0,0.08,4.473,2.903,10.18,12.641,0.701,0.03
2.71,-0.64,628.0,715.0,505.0,511.0,0.065,6.807,1.085,10.299,12.814,0.69,0.036
2.73,-0.57,559.0,596.0,508.0,518.0,0.085,6.519,-1.318,10.479,13.021,0.699,0.036
2.75,-0.57,525.0,527.0,517.0,526.0,0.072,0.353,0.08,10.64,13.232,0.709,0.036
2.77,-0.57,524.0,523.0,518.0,524.0,0.021,1.008,2.232,10.765,13.446,0.719,0.038
2.79,-0.522,522.0,524.0,522.0,525.0,-0.014,0.83,1.172,10.858,13.661,0.728,0.039
2.81,-0.522,523.0,525.0,525.0,526.0,-0.022,1.244,-0.774,10.847,13.841,0.749,0.038
2.83,-0.522,524.0,525.0,527.0,528.0,-0.012,1.521,-1.149,10.898,14.059,0.76,0.039
2.85,-0.435,526.0,528.0,526.0,530.0,-0.009,0.742,-0.626,10.928,14.277,0.772,0.039
2.87,-0.435,531.0,530.0,531.0,533.0,-0.013,2.025,0.836,10.951,14.495,0.784,0.039
2.89,-0.368,535.0,533.0,531.0,535.0,-0.021,3.704,0.244,10.98,14.714,0.795,0.039
2.91,-0.368,541.0,538.0,537.0,542.0,-0.02,4.511,-0.257,11.009,14.93,0.792,0.039
2.93,-0.285,545.0,547.0,541.0,546.0,-0.022,5.782,0.616,11.062,15.15,0.802,0.039
2.95,-0.285,556.0,556.0,546.0,553.0,-0.015,5.798,-0.081,11.132,15.372,0.813,0.039
2.97,-0.285,584.0,566.0,555.0,560.0,-0.009,6.608,-0.346,11.221,15.595,0.823,0.038
2.99,-0.32,610.0,582.0,563.0,571.0,0.0,10.006,1.755,11.362,15.835,0.829,0.039
3.01,-0.32,629.0,593.0,573.0,585.0,0.006,12.586,0.31,11.526,16.079,0.835,0.039
3.03,-0.32,646.0,599.0,585.0,599.0,0.033,14.581,-0.272,11.686,16.311,0.846,0.039
3.05,-0.301,675.0,613.0,601.0,617.0,0.041,14.461,0.671,11.882,16.546,0.856,0.039
3.07,-0.301,745.0,642.0,620.0,637.0,0.061,13.207,0.774,12.114,16.785,0.867,0.039
3.09,-0.301,827.0,697.0,645.0,666.0,0.052,12.92,1.389,12.372,17.029,0.878,0.04
3.11,-0.301,896.0,767.0,661.0,698.0,0.021,11.732,2.31,12.556,17.238,0.898,0.044
3.13,-0.301,959.0,767.0,662.0,720.0,0.003,12.341,0.458,12.826,17.491,0.911,0.044
3.15,-0.301,1010.0,867.0,666.0,681.0,0.052,13.586,-0.797,13.085,17.749,0.925,0.045
3.17,-0.301,988.0,867.0,677.0,689.0,0.029,17.091,3.667,13.336,18.012,0.939,0.046
3.19,-0.25,909.0,826.0,688.0,703.0,-0.019,15.174,2.228,13.592,18.28,0.955,0.047
3.21,-0.25,923.0,826.0,712.0,716.0,-0.014,9.885,-3.191,13.766,18.51,0.958,0.048
3.23,-0.25,966.0,879.0,739.0,731.0,0.01,9.813,2.281,14.034,18.787,0.974,0.048
3.25,-0.218,997.0,879.0,779.0,756.0,-0.005,12.358,1.527,14.292,19.069,0.99,0.049
3.27,-0.218,979.0,915.0,787.0,765.0,-0.03,15.852,0.937,14.543,19.357,1.007,0.049
3.29,-0.202,925.0,927.0,758.0,761.0,-0.042,12.641,1.824,14.795,19.649,1.024,0.049
3.31,-0.202,925.0,904.0,773.0,777.0,0.029,14.222,-4.089,15.2,20.023,1.048,0.049
3.33,-0.202,867.0,811.0,829.0,797.0,0.082,11.338,2.582,15.462,20.328,1.066,0.048
3.35,-0.15,867.0,788.0,880.0,816.0,-0.027,14.025,4.863,15.735,20.639,1.085,0.048
3.37,-0.15,798.0,812.0,842.0,815.0,-0.088,10.393,3.35,16.019,20.955,1.104,0.049
3.39,-0.202,798.0,849.0,824.0,825.0,-0.055,12.01,-8.096,16.288,21.277,1.124,0.048
3.41,-0.202,817.0,816.0,878.0,839.0,0.013,8.212,-2.383,16.54,21.605,1.138,0.047
3.43,-0.202,817.0,822.0,965.0,848.0,0.041,9.862,5.602,16.769,21.937,1.158,0.047
3.45,-0.218,825.0,828.0,962.0,858.0,-0.004,9.409,1.94,16.988,22.274,1.179,0.047
3.47,-0.218,833.0,840.0,910.0,863.0,-0.042,10.032,-1.597,17.191,22.614,1.2,0.046
3.49,-0.25,839.0,851.0,864.0,868.0,0.005,7.411,-7.732,17.391,22.959,1.221,0.046
3.51,-0.25,846.0,860.0,868.0,875.0,0.067,8.135,3.633,17.64,23.341,1.234,0.048
3.53,-0.25,859.0,872.0,873.0,883.0,0.051,9.143,4.088,17.821,23.695,1.255,0.048
3.55,-0.234,864.0,877.0,875.0,883.0,0.048,6.203,1.967,17.993,24.052,1.276,0.048
3.57,-0.234,881.0,887.0,886.0,888.0,0.041,3.842,1.486,18.151,24.412,1.298,0.049
3.59,-0.234,899.0,897.0,887.0,891.0,0.036,4.344,-0.827,18.287,24.776,1.319,0.05
3.61,-0.234,910.0,898.0,890.0,892.0,0.013,2.568,0.44,18.433,25.155,1.322,0.054
3.63,-0.234,919.0,911.0,893.0,894.0,0.007,5.602,2.875,18.537,25.524,1.344,0.054
3.65,-0.234,913.0,909.0,892.0,896.0,0.005,4.627,3.244,18.627,25.894,1.366,0.055
3.67,-0.234,903.0,905.0,898.0,900.0,-0.006,4.69,-2.005,18.711,26.267,1.389,0.055
3.69,-0.285,907.0,907.0,907.0,907.0,-0.005,3.908,-3.007,18.798,26.641,1.413,0.056
3.71,-0.285,916.0,911.0,911.0,912.0,-0.007,2.33,1.999,18.67,26.919,1.425,0.058
3.73,-0.285,914.0,914.0,914.0,914.0,-0.043,2.016,1.034,18.751,27.293,1.448,0.058
3.75,-0.387,910.0,912.0,916.0,915.0,-0.057,0.358,-1.265,18.823,27.667,1.472,0.057
3.77,-0.387,917.0,910.0,919.0,915.0,-0.056,1.591,-1.636,18.878,28.044,1.496,0.057
3.79,-0.387,916.0,914.0,915.0,917.0,-0.06,2.308,-1.435,18.917,28.421,1.519,0.056
3.81,-0.387,912.0,914.0,916.0,918.0,-0.078,-0.027,-2.337,19.015,28.83,1.563,0.057
3.83,-0.387,917.0,913.0,921.0,917.0,-0.07,0.289,1.464,19.042,29.21,1.589,0.056
3.85,-0.454,919.0,912.0,920.0,919.0,-0.087,-0.169,1.107,19.064,29.59,1.614,0.055
3.87,-0.454,916.0,912.0,919.0,917.0,-0.122,0.509,-5.256,19.082,29.971,1.639,0.053
3.89,-0.589,917.0,912.0,920.0,916.0,-0.123,-0.42,-4.503,19.099,30.352,1.663,0.052
3.91,-0.589,919.0,909.0,917.0,917.0,-0.11,-0.575,-0.521,18.968,30.668,1.68,0.05
3.93,-0.589,918.0,907.0,916.0,914.0,-0.141,0.297,-2.951,18.968,31.047,1.702,0.048
3.95,-0.755,914.0,910.0,917.0,912.0,-0.139,0.185,-2.626,18.966,31.426,1.724,0.046
3.97,-0.755,921.0,912.0,917.0,911.0,-0.142,-0.227,-1.034,18.961,31.804,1.745,0.044
3.99,-0.941,920.0,914.0,918.0,910.0,-0.169,-0.546,-3.381,18.952,32.183,1.765,0.041
4.01,-0.941,915.0,908.0,920.0,909.0,-0.183,-2.038,-6.55,19.013,32.595,1.767,0.04
4.03,-0.941,912.0,907.0,916.0,908.0,-0.151,-3.436,-0.876,19.002,32.975,1.784,0.037
4.05,-1.075,910.0,905.0,915.0,905.0,-0.136,-3.039,1.756,18.979,33.354,1.799,0.034
4.07,-1.075,905.0,900.0,912.0,899.0,-0.138,-2.847,-3.444,18.945,33.733,1.814,0.031
4.09,-1.075,903.0,898.0,907.0,896.0,-0.133,-2.449,-3.909,18.905,34.112,1.827,0.027
4.11,-1.075,904.0,896.0,902.0,894.0,-0.105,-2.428,-1.147,18.749,34.438,1.854,0.028
4.13,-1.075,898.0,895.0,898.0,889.0,-0.103,-2.429,-1.266,18.696,34.812,1.867,0.025
4.15,-1.178,893.0,892.0,895.0,890.0,-0.084,-3.431,-1.009,18.645,35.186,1.88,0.022
4.17,-1.178,895.0,889.0,895.0,887.0,-0.07,-4.692,-0.086,18.593,35.558,1.892,0.02
4.19,-1.178,890.0,886.0,889.0,885.0,-0.054,-3.765,-3.296,18.534,35.929,1.903,0.018
4.21,-1.178,880.0,882.0,884.0,883.0,-0.038,-5.129,-0.607,18.441,36.286,1.91,0.019
4.23,-1.178,879.0,875.0,880.0,877.0,-0.014,-5.347,2.109,18.367,36.654,1.92,0.018
4.25,-1.126,875.0,869.0,875.0,877.0,-0.021,-4.378,-1.47,18.283,37.02,1.929,0.016
4.27,-1.126,868.0,871.0,866.0,874.0,-0.03,-4.255,-3.557,18.192,37.385,1.938,0.016
4.29,-1.043,864.0,865.0,861.0,868.0,-0.004,-4.352,1.801,18.103,37.748,1.947,0.015
4.31,-1.043,863.0,862.0,859.0,863.0,0.001,-5.158,3.291,18.13,38.164,1.938,0.016
4.33,-1.043,856.0,855.0,854.0,858.0,-0.03,-4.988,-2.98,18.039,38.526,1.945,0.016
4.35,-0.96,843.0,850.0,851.0,855.0,-0.039,-5.812,-2.488,17.947,38.886,1.952,0.016
4.37,-0.96,833.0,844.0,847.0,851.0,-0.009,-7.066,1.902,17.851,39.244,1.958,0.015
4.39,-0.842,835.0,838.0,840.0,844.0,-0.006,-5.479,1.145,17.744,39.6,1.965,0.015
4.41,-0.842,832.0,834.0,833.0,837.0,-0.024,-4.354,-1.167,17.637,39.957,1.976,0.016
4.42,-0.842,825.0,829.0,827.0,830.0,-0.023,-4.938,-1.033,17.581,40.134,1.979,0.016
4.44,-0.755,823.0,823.0,823.0,825.0,-0.003,-5.103,0.866,17.471,40.484,1.986,0.016
4.46,-0.755,815.0,817.0,817.0,822.0,-0.014,-5.475,-1.272,17.361,40.833,1.993,0.015
4.48,-0.707,807.0,812.0,814.0,817.0,-0.046,-4.688,-1.677,17.256,41.179,2.0,0.015
4.5,-0.707,808.0,807.0,811.0,811.0,-0.066,-5.006,-0.486,17.111,41.501,2.006,0.015
4.52,-0.707,812.0,804.0,807.0,803.0,-0.09,-4.021,-0.842,16.965,41.82,2.013,0.016
4.54,-0.806,809.0,801.0,802.0,798.0,-0.146,-3.163,-4.754,16.867,42.159,2.019,0.015
4.56,-0.806,804.0,795.0,798.0,793.0,-0.197,-2.749,-5.379,16.775,42.495,2.025,0.013
4.58,-0.806,807.0,788.0,800.0,788.0,-0.239,-3.215,-3.415,16.694,42.83,2.03,0.011
4.6,-1.059,806.0,781.0,800.0,787.0,-0.277,-3.868,-2.557,16.645,43.176,2.033,0.006
4.62,-1.059,801.0,779.0,801.0,781.0,-0.342,-3.01,-7.579,16.574,43.508,2.035,0.002
4.64,-1.482,797.0,774.0,800.0,777.0,-0.4,-2.939,-8.937,16.508,43.839,2.036,-0.002
4.66,-1.482,804.0,772.0,800.0,773.0,-0.423,-1.482,-5.294,16.446,44.169,2.035,-0.008
4.68,-1.482,801.0,770.0,801.0,774.0,-0.464,-0.737,-6.521,16.388,44.497,2.032,-0.014
4.71,-1.92,796.0,769.0,800.0,773.0,-0.511,2.278,-9.653,16.406,45.024,2.001,-0.028
4.72,-1.92,799.0,771.0,803.0,777.0,-0.501,1.397,-9.182,16.395,45.188,1.996,-0.032
4.74,-2.355,807.0,774.0,808.0,780.0,-0.486,2.505,-5.034,16.388,45.515,1.983,-0.041
4.76,-2.355,807.0,776.0,811.0,783.0,-0.5,2.188,-6.65,16.403,45.843,1.966,-0.05
4.78,-2.355,804.0,778.0,813.0,782.0,-0.523,3.19,-10.506,16.434,46.17,1.947,-0.06
4.8,-2.829,809.0,779.0,813.0,785.0,-0.5,2.384,-8.258,16.466,46.495,1.932,-0.068
4.82,-2.829,812.0,781.0,814.0,787.0,-0.471,1.32,-5.358,16.515,46.824,1.908,-0.078
4.84,-3.299,810.0,782.0,814.0,787.0,-0.481,1.567,-9.345,16.561,47.153,1.88,-0.088
4.86,-3.299,808.0,783.0,817.0,787.0,-0.512,2.053,-10.874,16.6,47.483,1.85,-0.098
4.88,-3.738,817.0,782.0,818.0,788.0,-0.526,1.755,-6.378,16.637,47.814,1.816,-0.108
4.9,-3.738,819.0,782.0,821.0,790.0,-0.54,1.438,-5.623,16.627,48.126,1.791,-0.117
4.92,-3.738,817.0,782.0,820.0,788.0,-0.575,0.703,-10.736,16.614,48.438,1.766,-0.125
4.94,-4.09,817.0,784.0,821.0,788.0,-0.568,0.288,-11.62,16.642,48.768,1.725,-0.136
4.96,-4.09,821.0,784.0,824.0,788.0,-0.525,0.776,-6.199,16.668,49.098,1.68,-0.147
4.98,-4.09,820.0,786.0,821.0,788.0,-0.517,0.861,-5.471,16.688,49.428,1.632,-0.158
5.0,-4.294,817.0,789.0,823.0,789.0,-0.533,1.948,-10.342,16.773,49.785,1.563,-0.165
5.02,-4.294,821.0,792.0,819.0,790.0,-0.496,1.419,-11.15,16.789,50.116,1.507,-0.176
5.04,-4.227,821.0,793.0,824.0,795.0,-0.433,1.078,-3.228,16.809,50.447,1.447,-0.187
5.06,-4.227,818.0,793.0,821.0,797.0,-0.403,0.362,-5.124,16.831,50.777,1.384,-0.197
